SRR1554534,SRR1554535,SRR1554536,SRR1554537,SRR1554538,SRR1554539,SRR1554541,SRR1554556,SRR1554561,SRR1554566,SRR1554567,SRR1554568,geneID
327.64611,850.92887,183.26953,1150.22773,1659.31884,1153.8596,2598.59957,961.27997,521.25239,894.25526,1633.79564,997.56582,DGKH
907.00007,1617.99731,150.00032,5275.00346,3948.00467647861,3070.0013,9193.99962,1902.99563,1935.000938073,2205.99934,3241.99645,2625.99595,DGKI
8,9,0,78,172,6,4,2,6,6,24,30,DGKK
1679.00145,1628.00065,254.99923,1443.9997,1535.9997,1494.9985,1389.9996,1755.9995,2864.99814,1973.0023,1451.9992,1380.9997,DGKQ
19687.19718,16887.828627,3457.49478,3580.8136,4684.8493894374,17217.87435,4563.85452642752,16703.43595,33353.42149,5085.41464,4928.68206001415,3696.22589,DGKZ
6.88392,5.52358,2.58415,0,1.47329,4.1439,0,4.27742,17.4632,0,0,0,DGKZP1
460.99991,830.0002,228.00002,1547.99944,1708.9999,598.00035,2033.0041,950.0002,605.99942,1681.9994,1817.99976,1056.00034,DGUOK
8659.9974,10577.00765,457.00024,6669.00265,8538.99975,11270.9986,11404.9917,20606.0215,15468.03212,9499.0015047,7270.99814,6332.0038,DHCR24
1542.99942,2093.9983,592.00048,1916.99834,2813.99625,949.99966,3987.99567,2785.99918,1820.9968857526,1984.00402,2425.00047,1696.00171,DHCR7
948.11473592754,1062.11253,248.03359508306,1342.10359,1720.1642413989,1026.44586,1736.51035,1357.73015,1324.15637,1700.66079,1739.03473468,1251.90021664,DHDDS
35.99995,43.99997,18.00001,25,28.99996,63.00004,33.00002,34.00004,72.99996,25.99999,26.00002,18,DHDH
457.407,470.96492,237.65092,2241.69073,3011.93092,414.2422,1333.51857,1211.76839,276.46814,5911.35372,2445.5313,2986.16418,DHFR
246.27661,490.00798,135.0003,812.3431,935.8344,328.00011,1067.2833,642.38993,220.07012,849.97355,1173.80863,846.13416,DHFRL1
0,8.97463,0,2.4654,0,0,0,8.36006,1.20295e-05,137.943,1.63441e-06,0,DHFRP1
1,1,0,0,0,3,0,3.999994,3,0,0,0,DHFRP2
7,11,4,10,10,7,14,6,12,15,11,0,DHH
233.32685,313.09143,106.68612,818.2515,866.6829,198.24125,726.15881,377.78056,255.75269,945.09123,701.67774,734.86576,DHODH
1692.99808,1758.24915,347.00013,4790.00059,4732.00033,1363.00033,3708.998628174,2406.00038,2329.99413,4518.99394,3915.00251,3139.99727,DHPS
261.15876,494.70445,139.23738,1197.94221,1199.32997,267.97334,1226.98035,791.84026,413.96446,967.92642,1396.06052,854.19421,DHRS1
602.3639,788.82981,172.99996,351.12025,455.3554,624.64366,478.13806,796.96332,480.067428,436.72332404692,499.603883,296.13735,DHRS11
160.99993,222.99998,91.00001,305.00009,471.00011,155.99993,468.99979,315.00051,154.99995,357.99965,489.99984,293.00046,DHRS12
152.00001,199.99998,80,710.0001,884.9998,170.999846,910,266.0003,227.99956,755.0006,805.9999,588.0000546493,DHRS13
37.2986,39.427323,7.001725,88.95526,117.7149,39.256176,97.3447,55.55075,45.997501,82.605753,97.19375,85.122985,DHRS2
379.999779,507.00002,406.00042,134.99976,177.99983,215.9997,65,421.000385,540,165.99979,127.99952,69,DHRS3
216.15213,273.9161,96.9527,89.8392,363.3926,212.16137,159.4024,379.42102,303.6493,358.76667,119.5734,122.42256,DHRS4
6,2,2,26.99889,32.13909,7.53267,36.96412,8,8,13,20.79147,17.37247,DHRS4L1
121.84794,134.08352,48.04731,173.16171,201.46892,158.30584,166.63337,212.57936,250.35144823,398.23297,204.63481,146.20503,DHRS4L2
762.01364,1054.69859,384.8428,616.45459,1311.0452,734.57488,904.35474,1566.91743,935.5349,834.31744,977.136540398425,682.70919,DHRS7
426.22872,484.008090322147,171.3369151,345.28519,400.99593,417.25442,402.93585,641.19152,546.78631,450.63582,494.97564,281.33914,DHRS7B
5,15,0,0,0,10,0,12,9,0,0,0,DHRS7C
9.01698,31.19283,5,23.06006,28.2881,7,33.028345,40.23458,4,14.10978,29.2481,18.0410300894296,DHRS9
94.38635,154.50011,104.00001,312.910510363134,571.92969,81.3749,432.96963,168.21422,97.69698,590.06137,533.25729,399.14059,DHRSX
442.45982,613.61303,370.082,2041.63034,2597.2671,449.13471,1668.00427,976.41195,541.22934,3025.2326,2296.06854,2410.11498,DHTKD1
1118.00567,2228.00135,585.01228,8130.21193,10182.29718,2157.14103,8769.9988,3597.995,1644.69524,9555.77463002466,8981.77488,7863.837765,DHX15
743.99858124748,833.00016,162.999746796,1587.000388067,1837.00164,722.002469,1345.00039,1121.99932,1056.0017415449,2023.9979149,1747.00232759,1689.99832141629,DHX16
459.99956,899,211.99978,2543.997,2953.99742,971.0004,3359.99692,1287.9966,636.00003,3266.00427,3292.00009,2620.00084,DHX29
3242.03108,3136.1777,578.10434,6338.627017,6255.0357,2931.004348427,5440.68470799,3847.30147,4844.15025,7833.35019,6183.3269368,5578.3543063261,DHX30
321.0611,569.41707,182.47715,563.0057,959.3091,437.0738,1033.7012,672.4993,356.2978,791.1153,1101.1643,522.7938,DHX32
599.78529,849.54265,173.304,2141.7466,2461.810836289,957.606100012734,2179.5026,1116.5061700919,979.8106,2127.5159,2430.981662,2201.0968597133,DHX33
655.99967,635.00028,185,1848.00005,2236.00256,501.9998,1698.00098,735.00032,938.99909,1905.9975,1643.00293,1647.9993,DHX34
364.02645,450.2085,100.0553829652,985.1318,951.6891,417.09268,859.08553,472.89486,460.290210017691,1214.0671,1004.7912,889.0011,DHX35
978.2117645,1761.71534,334.887631,4530.08228,5522.6316694614,2216.37658359505,6371.92811444,2402.728973912,1523.3140324283,5811.18835,6671.23449647,4756.65985,DHX36
544.16827,584.11294,94.000050443226,1199.398616526,1165.42153,465.04054,1341.501,667.22352,851.00569,1348.57698,1083.525769,1062.84538,DHX37
1644.00529,1680.56509,401.36894,4986.29637,5856.6015,1463.43761,4200.73946,2328.71934,2384.86963,6358.59761,5309.2342,5185.48663,DHX38
539.54296,1059.49747,343.9499,3447.058,4111.8305,943.99992,3159.92006,1505.10789,746.61006,4474.61918,3899.75702,3440.30834,DHX40
8.45752,8.5024,5.05047,35.9428,102.167,0,41.0812,10.8873,19.3898,3.37768,61.2391,26.695,DHX40P1
498.80517,767.4322,175.39177,3159.96221,3799.5774,892.20672,4326.81856,1030.22824,807.5912,4426.51239,4106.92752,3375.38881,DHX57
266.99991,324.99994,139.99991,18,23,187.99998,41.00004,310.00011,277.00018,38.999999,60.00001,18,DHX58
677.02609,829.022150963,199.159536,2814.2305,3629.71311,1019.36078,2883.0434,1303.7884,1239.49895,3951.51922,2911.71972,2966.33707,DHX8
2186.00182,3656.99546,953.0007,16261.02911,18989.99455,3543.00051,17239.0428,5497.99957,2989.00356,21666.94905,17535.03278,15141.9525069503,DHX9
0,0,0,3.00158,5.00191,0,2.00113,0,0,1.00031,5.00334,0,DHX9P1
715.660905,1064.07273,376.6786509,1530.93306,1997.94255,889.9156,2002.99216,1419.37527,725.98702,1588.11257,1696.63254,1139.39302,DIABLO
1631.9998,1688.99570002373,340.99924,4088.0039,4800.9992,1895.9998,4488.99642,1761.00216,3149.10953,5151.00286,4181.9992,3697.00003,DIAPH1
170.99995,284.19979,73.19713,332.5985,521.6312,425.00011,868.15972,280.71079,351.00038,486.87,457.42812,355.0709,DIAPH2
15,62.03826,69.000005,318.06712,505.0519,24,527.77223,67.21549,24,945.217,370.33095,589.52785,DIAPH3
1106.00016,2321.99916,634.9996816429,6838.00046,9736.99787,2498.997585,10680.99883,7013.9969,1868.99983011515,5888.00576,7978.99696,6563.99978,DICER1
1406.0003359,1496.00060002815,395.999772332,6639,7776.996,1458.999,6168.0034434315,2368.00000375162,2492.9980924,6538.993439,5993.00000464393,6140.9964,DIDO1
391.80467,581.30608,77.5214,1912.4683,2020.279,730.2562,2165.7657,886.4276,694.75504,1523.3165,2243.2896,1320.6499,DIEXF
389.12149,1354.99567,335.99962,2852.0032,3296,1112.00129,5155.0008,1902.0015,520.99964,2279.997,3390.00341,2257.9968,DIMT1
0,2,0,2.000002,9.00001,1.999996,8,8,5.000003,4,7.9999990154,6.0000053903,DIO1
1646.9961,1837.35713,3681.001,851.28596,1876.79478,1113.4354,969.1887,3538.70721,1473.00461,147.79712,645.7368,328.611,DIO2
13,18,16,5,4,12,5,22,37,4,4,0,DIO3
1533.60628,1638.11706,370.63206,4699.1592,7585.05873,1411.179462,5066.6416,4119.55315,2022.6858319,4992.659284736,4762.9216,5097.5507,DIP2A
1649.62508,2653.17576,471,6418.41245,7948.36167,2971.39269,6327.01104,8180.73772,2612.0012,5011.9283,5880.76798,5569.54786,DIP2B
1637.00447,1807.99565,439.999800232989,6595.99742,7953.3202,2253.00725,9450.7118,3246.06058,2998.08465,5172.1187,6863.43106,5703.49058,DIP2C
10190.979,9166.00249,768,6215.97312,6464.9232,8857.9955,8883.9023,7807.00257,16996.0254,6857.0005,7025.89972,5524.9994,DIRAS1
8264,11934,349,822,1806,18175,2211,14451,13765,1946,2725,2029,DIRAS2
99,107,48,114,163,94,334,125,99,619.9996,312.00000005167,343.0003,DIRAS3
0,0,0,0,0,0,0,0,0,0,1,0,DIRC1
182.0003,383,222.9999,468.0002,601,341,625.9998,566,256.0002,360,489.9999,352.0001,DIRC2
14,33.99998,5,18.00004,35,43.00001,17.99999,35.99996,15,49.00005,45.000002,18.99998,DIRC3
453.7071,926.666,253.39682,3046.486,3608.023,1260.687,3716.163,1416.193,653.4854,2951.972,3634.85,2828.207,DIS3
829.59699,1233.02366,373.63403,1341.9708,2418.99911,1268.16631,1881.64626035096,1849.83626,1198.67426,1509.63052,1969.41859,1084.61592,DIS3L
665.87671,764.67626,134.04778,1972.43994,2350.60109,684.42787,2481.31892,1050.8315,942.29654,1990.2111,2075.90193039821,1890.12889967942,DIS3L2
0,0,0,0,0,0,0,0,0,0,0,0,DIS3L2P1
107.29525,166.69887958,127.303601356,385.113886678,399.530675411535,150.5532,341.16407,401.178750391061,155.59754,307.06949025,476.808914,267.16592,DISC1
106.2437,124.97012,62.05623,633.97423,653.9774,91.1075,706.918,153.40275,96.75291,475.06919,657.93205,517.62407,DISP1
1871.14861,1744.05048,223.0384,6318.2024,7379.9816,2112.76201,10499.878,1925.5444,3662.08819,4493.6374,6718.37550003854,4462.2009,DISP2
1052.34058,2047.10008,301.72263,5129.99706,5442.2482,2223.66295,7295.8169,5105.41207,1923.32614,4384.85464,4354.17371,4129.45453,DIXDC1
544.14147,777.20274,191.99966,2116.30362,2525.772,570.00977,2065.48735,1040.02115,681.23022,3197.24866,2515.81021,2188.19015,DKC1
8.19812,25.4555,6.51784,112.413,169.389,33.8964,163.417,59.8074,25.0398,71.8868,162.505,91.5379,DKFZp313A047
230.107,195.335,3.44244,726.511,958.49,363.019,1069.87,226.971,509.647,322.599,711.994,537.998,DKFZp434P228
28.00003,59.00003,8.000003,42.000027,70.00001,39.99998,75.00005,49.00003,30.000041,15,111.00001,12.99999,DKK1
83.000014,108,26,48.00003,107.99966,188,184.99981,140.99973,88.99997,151.00041,111.00025,42.00002,DKK2
17203.04129,20763.97982,4648.99807,7015.99931,8909.99623,19414.95301,8927.00682,19675.99374,25607.03629,6049.00472165344,8397.00619,4803.99778,DKK3
0,0,0,2,9,1,10,2,1,5,5,6,DKK4
0,1,0,58.99993,54.00003,2,13,2,1,29.99996,19,24.000001,DKKL1
0,0,0,0,1,0,0,0,0,0,0,0,DKKL1P1
1041.00072,1855.00423,301,1452.9997,2019.0004,1841.00482,2543.99918,1740.9995,1521.99996,1760.0005,2328.99573,1423.00037,DLAT
1083.99985,1479.99523,897.00029,635.99982,1083.00002,1469.00293,1731.00148,2580.00213,1160.99945657728,1894.002065,998.99979,959.99991,DLC1
1444.00059131695,3333.00728,746.00064,2195.00053,2943.00016,2698.00059,3343.99799,2916.9958,1991.99966,3094.00344,3179.99751,2110.99944,DLD
29.45148,51.12477,19.35678,70.0101,72.01372,27.99998,79.629758,43.01101,72.80365,94.55418,91.41272,19.83675,DLEC1
0,0,0,0,0,1,0,0,3,0,0,0,DLEC1P1
38.93082,76.71962,25.78061,180.01056598267,350.58657,69.9269,176.10137,125.84515,72.72232,215.31321,219.98038,175.3231,DLEU1
168.6415,301.0003,56,334.9994,363.9994,311.0003,413.9999,229.9997,231.0001,155,428.9996,172.0001,DLEU7
2264.60319014179,3789.587775,787.743629,3143.47962,2831.96206,4340.95033,2724.09914,7583.48548,3019.80978,2867.8031925,2930.6939,3294.7450800758,DLG1
3592.003579728,4938.9974,834.00046,19129.96352,16451.05176,8695.0022,23031.99146,9712.00101,7491.001562,5727.99842,16583.00513,9855.99445,DLG2
3267.00125,2969.99615,349.00019,6745.00186,7747.99719,4356.99991,10373.0052,3579.99851,5496.0017,6870.9945,7689.99945,5916.0039,DLG3
17544.97415,13891.9967,2318.00287,15611.0307,11980.0004,17111.97596,16418.0428,15479.0394,31266.96759,12428.9936,12689.9977,11318.9917,DLG4
1413.553741,925.0046802862,495.1235105419,11732.7129,15951.5793,1431.4716,9715.84414,1779.40513,2285.791097,12654.35302,11441.76481,13632.19723,DLG5
8931.2014292,8765.029833,441.93289195595,7179.945345095,7828.5946526866,16188.0209425,9415.4864614,9672.00699853327,16301.837800697,4597.00272,6942.66413,5175.9421048073,DLGAP1
1088.99599,1276.70616,160.0085,931.31109,43.7733,834.01866,589.94144055,1739.00413,1632.77198,3.8843605556,774.93724,2.43365e-07,DLGAP2
4381.9979,2884.996,535.9997,524.00058,762.99993,4775.998,1314.0006,2662.9966,9763.998,335,785.0006,382,DLGAP3
6158.00891,4434.99659028388,726.00045,11187.0048,11163.9942000417,4988.9963441923,11689.0032,4455.0001,10280.0030916189,10063.0015,10614.9975085977,10061.00015,DLGAP4
2,3,3.27896,764.0264,848.84043,3,85.549,11,8.00345,2064.99648,714.99971,1191.889,DLGAP5
0,0,0,0,0,0,0,0,0,0,0,0,DLGAP5P1
3,5,0,1,1,0,4,1,2,75,6,2.999995,DLK1
216.706,208.8459,33.99997,455.4868,384.404600052252,196.8946,558.8879,193.2776,366.559,618.282,452.3259,356.9383,DLK2
282.0009,343.00028,224.99958,1327.0004,1609.0008,135.00002,1106.9996,771.0008,298.999,2787.9914,1033.0008,2026.9994,DLL1
85.99996,156.99996,95,653.00041,958.99967,102.99999,608.00015,152.00002,126.00003,1299.00039,973.99972,982.9997,DLL3
115.00011,83.00005,84,342.00041,360.9998,110.00006,253.0001,298.9997,352.99956,501.99972,266.00001,260.99979,DLL4
1283.04718,1882.00359,578.65006,4150.85532,4738.73727,1524.52867,4556.529,2380.672788,1813.10091,4793.96522,4633.78716,3641.8724,DLST
462.000454,429.00031,86.99994,936.0008,3887.999,507.9995,2105.9988709,421.0005,737.0005,1681.00019,5582.994,856.9992,DLX1
59,49.00002,8,341.9997,1199,58.99998,511.0003,43.99997,123.9995,596,1673.998,335.9999,DLX2
11,9,1,1,1,8,0,3,2,2,0,0,DLX3
2,3,1,0,0,10.000004,0,9,6,0,1,0,DLX4
70,60.99998,13.99999,198.0004,787.9993,58.00001,309.0003,72.99995,100.99992,321.00009,1284.0002,169.9995,DLX5
69,90.00005,14,36.00003,245.0001,76.99995,100.99998,78.01416,93.01433,128.00033,723,79.00003,DLX6
1260.99881,1557.38931,389.00031,3722.405,3931.53559,1403.53196,3153.5401,1987.52836,1966.9999,3884.14897,3998.71456,2908.9374,DMAP1
31.9999888,45.00001,4,1,2,31.0000001,2.99999141,197.000000621422,8.00000135612,0,2,0,DMBT1
0,1.01965,4.02769,7.15828,19.3839,7.067433,14.271086,7.30581,3.00114,5.00844,7.044161,8.09483,DMBT1P1
0,3.026721,1.008731,7.49954,4.3041,0,12.47066,2.332212,0,6.04007,11.11061,3.169955,DMBX1
29.47607,28.5939,11.10113,75.84538,106.97855,44.440976,73.44137,39.2699,47.41267,169.8133,115.84023,152.28552337102,DMC1
1052.5403939516,1813.982732838,768.703983469943,3227.01313594793,3775.86221029463,2017.14821278,4266.2244331,2466.95780437151,1538.70803193846,3384.98002496443,3097.94638238479,4308.50778133486,DMD
94.00004,120.0841,49.00332,41.499498,31.13936,91.000056,43.96668,122.857856,90.68824,45.0375,82.155685152617,25.572564,DMGDH
176.99999,134.01883392,63.0001207612,7.12848,30.027597,161.313836,21.245084,125.033139,196.15041138051,47.005997,23.0905,19.0344,DMKN
0,3,0,7,5,0,2,2,0,6,4,4,DMP1
2282.14990002742,2075.68038799072,961.24145,4905.29620002034,5726.1572901437,1423.78021117707,4596.56708,2514.0882,3605.52307,6402.8004,5296.4243,4284.22309,DMPK
0,5.02074,0,6.02663,11.0412,3.00576,16.10168,5.00756,1.0036,3.000004,4.0139,4.01862,DMRT1
34,77.99997767,2.000001,7.99999,10.000007,49.0000445636,16.99996,196,25.999981,9.000004,13,11.000001,DMRT2
16,89,2,3,0,21,0,13,59,58.99996,1,5,DMRT3
9,9,18,36,61,5,3,14,8,127,67,42,DMRTA1
11,15,1,678,596,9.999996,33,100.00003,7,1469.998,422.0004,840.9996,DMRTA2
0,0,0,7,8,0,0,0,0,0,1,1,DMRTB1
102.0348,73.002187,5.169773,28.65733,72.243648,67.27832,52.2461291863,99.92404,128.43913,36.913432,56.2593,91.71115,DMRTC1
339.96548,511.997690460729,76.83014,71.86837,107.79025,319.72159,187.80182,391.07602733052,399.5606,164.36495,180.416999013,78.9196500289229,DMRTC1B
2,0,1,0,3,3,3,5.01562,2,3,5,6,DMRTC2
1429.70593,2536.06616861985,708.65218,7718.94946,9850.95516,2440.39305,7772.06905,3947.10503,1868.16398,7623.3371,9121.30793,8978.27686,DMTF1
18245.00461,17016.00182,2028.00083,4104.00042,2822.00007,13744.00125,5361.99982,13688,28722.00216,2147.9996,3628.00104,1727.0000424,DMTN
2774.25273,2156.28164,578.21108,3729.85255,3952.32488,2431.71094,4055.4524,2672.37178,4667.7592,3115.34693,3388.86015,2681.024,DMWD
893.0006,1652.99913,342.000379,2886.00369,3818.00085,2280.00415,4308.99974224405,3056.0047,1373.99987,2010.00207,3115.999349,2276.00429,DMXL1
2035.006777,3737.43745,454.00862,5809.77082,8961.22607,6247.99891,10039.9931,4733.43345,3839.00078,4945.42577,7120.59526,5962.17334,DMXL2
58.14248,182.4521410094,30.999951,843.70773,957.96635,108.75212,619.52451,277.98203,92.00004,1444.9646,845.03695,1161.59232,DNA2
253.312222,289.37619,47.42947,121.95792,167.86784,279.46859,153.8725,305.22679,469.99676,261.21590569,166.59652,161.79441,DNAAF1
206.0002,328.0003,91,892,1106,307.9995,1033,405,329,1173,1186,763,DNAAF2
8.99684,11,6,27.00004,17,4.999997,6,5.560569,12.999995,87.00001,24.999997,44.99992,DNAAF3
324.40613,406.94561,112.02607,743.002520042294,876.01779,307.99959,634.06143,499.12407,504.9172,1230.00485,701.87553,769.9166,DNAAF5
837.9996469,844.999820190558,172,423.99991,655.00047,898.9993925432,542.00052,1430.0001656,1463.99978,345.00012,536.000563,268,DNAH1
120.77206,113.96142,19.304299,2657.83432,7020.28323,216.13987,4698.70358,238.50803,264.28322,544.44225,2556.45516,900.882858,DNAH10
386.088,352.469,43.7323,2419.1,3287.96,427.633,3823.97,437.744,689.113,2019.93,2810.93,2386.79,DNAH10OS
40.9252178,23.1305222,31.23158,96.164866,289.2860261,38.6209082,140.11842,50.633319366,41.94812214,156.808036517,418.8147454,174.584268454,DNAH11
7.000003,14,2,28.257455,59.500417,19.00478,59.999976,30.000029,9,49.102936,48.32559,20.999992,DNAH12
35.9312572,77.4158928164,14.00578,178.45753,375.333451069717,97.874809,479.0335314,151.9541,69.64508,425.1003745,295.906476,347.064765148781,DNAH14
473.10074,535.72442,47.027418,296.62696,330.136273,330.34588,227.163312,1938.1258,269.00972,328.795028,262.481548,225.37283,DNAH17
120.748575,101.29745,20.00112,213.4518,244.7924,160.79978,232.15649,137.0835,235.1112,131.3679,659.2852,108.961,DNAH2
8,7.01449,1,24.09964,33.41517,10.146168,17.56239,16.05121,18.050075,57.443058,51.63128,19.52614,DNAH3
38.99997,70,23.00004,328.0002708,425,113.00046,794.00028,86.99999,93.99995,195.000059,299.9999,369.99979,DNAH5
165.99994,159.49087,33.99996440997,283.00046,264.9997,254.99991493,399.9997707604,331.99978,218.999600035335,271.000167,269.99954,247.00034057811,DNAH6
232.36697,292.22092,294.02275,174.55229,392.22729,296.09095,716.6562,533.61002,256.15242,225.47219,259.99579,113.38803,DNAH7
9,14,4.000002,4,1,14.00005,4,13,7,7,12,1,DNAH8
222.088264,226.5255991,23.023985,109.294520483111,110.115195,292.259636,90.636835,221.6765958,275.823145971,184.244919,134.280435,79.09688969,DNAH9
41.99996,62.99995,13,96.00001,92.99999,37,17,34.99999,58,359.00033,165,190.99999,DNAI1
1,1,0,2,5,0.9999999,0.9999996,6.000001,0.9999997,22.99997,3.999995,3.999999,DNAI2
5356.03583,7384.19015,1262.00138,13928.9623,21187.4753,7870.0022,25095.0082,9809.0028,8938.0032,16557.01537,18479.00726,12687.03323,DNAJA1
0,0,0,0,0,0,0,0,0,0,0,0,DNAJA1P1
0,0,0,0,0,0,1,0,0,0,0,0,DNAJA1P2
0,0,0,0,0,0,0,0,0,0,0,0,DNAJA1P3
0,0,0,0,0,0,3,0,0,0,1,0,DNAJA1P4
0,0,0,0,2,1,0,0,0,0,0,0,DNAJA1P5
0,0,0,0,3,0,1,0,0,2,1,1,DNAJA1P6
2199.71033,3603.03372,630.68912,3379.9073,4166.4989,3327.89871,5177.0024,4077.1511,3173.09849,3557.0614,4379.8591,2855.3424,DNAJA2
1725.63323028003,1838.77144,346.31318,1739.292148,1745.13111,1487.1203,1591.4488142,2049.88341,2408.66497099985,2130.08782,1872.538784,1584.37152,DNAJA3
4264.99935,4752.99269,596.00044,3261.9972,3368.0006,5226.99637,4300.00437,5788.99962,5626.00244,2653.00431,3501.00715,2168.9998,DNAJA4
1967.10488,2329.55543,978.77721,2489.1601,5416.50883,1697.23288,3614.91828,3598.87428,3433.03249,5830.33496,2885.42824,2160.25101,DNAJB1
730.81528,1033.45628,341.00005,1600.10425,2119.0166,859.2981,2230.20472,1680.6368,999.2131,2030.23761,2193.4824,1649.47337,DNAJB11
1106.0009,1204.0006,321.99962,1567.9987,1716.0008,1030.0008,1727.9993,1822.9994,1528.0007,1706.9999,1840.0001,1241.9999,DNAJB12
12,20.00049,7,83.14642,67.28601,15.00476,41.01655,36.07101,23.20876,99.1464718,53.70032,58.23158,DNAJB13
1211.960796,3350.00656,407.00523,2589.32149,3382.10632,4234.01495,4164.12144,3618.12294372498,2011.99857059999,2076.66979,3289.4876076,2175.9652,DNAJB14
0,0,0,0,0,0,0,0,0,0,0,1,DNAJB1P1
8844.00272,10683.99951,2372.00268,8088.99624,7991.00398,6248.997900635,8861.00297,16992.00507,13138.99369,6905.0027,8374.99988,5944.00614,DNAJB2
0,0,0,0,0,0,0,0,0,0,0,0,DNAJB3
515.00023,1346.00377,355.99956,921.00088,1342.00335,1148.9995,1696.07989,1695.9956,1082.99965,779.09848,1085.00081,772.00036,DNAJB4
835.3057,785.43222,380.24705,5613.46862,6509.5248,1098.0002,7332.21895,1387.2785,1258.37702,6418.67321,6742.09409,6312.41519,DNAJB5
0,0,0,0,0,0,0,0,0,0,0,0,DNAJB5P1
4420.865836,6142.73639,1115.525859,10060.90814,13029.6644,4699.45623,14227.6950870983,7141.56942,6410.4364,9203.49842,12507.80118,8676.97267,DNAJB6
3.40533,22.6789,3.81127,90.241,129.175,22.8871,148.655,31.387,19.3185,85.9408,223.502,81.9604,DNAJB7
0,0,0,2,1,0,1,1,0,0,0,0,DNAJB8
444.9999,1380.00172,299.99979,1039.4357,1468.4673,1286.56,1591.0025,1703.54507,639,827.4067,1211.5611,693.7396,DNAJB9
208.00042,241,122.99953,534.00022,624,155,505.00031,355.99961,185.00031,1246.99558,523.99955,711.00001,DNAJC1
1558.014632,2843.69807,842.7743,4362.192,6095.55819,3285.58334,6310.54916,3992.21263,2232.70301,5196.70567,6070.35719,4337.74554,DNAJC10
2133.01728,2160.42065,425.9121,2748.37417,3194.45988,1962.54766,2896.04122,2394.57211,2981.65976,4112.65061,3328.14403,2544.67188,DNAJC11
221.14312,721.03851,92.01995,32.10499,77.22565,546.16469,121.05659,850.1124,350.99968,78.07835,193.44555,76.83386,DNAJC12
838.99982,1175.47544,346.99949,2822.50507,3828.49603,1776.50498,3666.53155,1890.00151,1237.01033,3203.01597,3430.48793,2627.00831,DNAJC13
893.69316,994.71588,194.552058,2021.2052,2294.9254,998.9207,2477.2573,1339.8917,1205.0261,1945.543,2275.9826,1562.7802,DNAJC14
848.133,1965.71,856.484298,2087.63858,2677.6864,1956.27,3834.83,2036.12,1351.72,1602.46375,2834.33632,983.98237,DNAJC15
639.07061,1063.93213,175.799140333111,1207.26298,1845.5644,1420.50426,1846.13676,1562.3089485,1279.96884,1123.83522,1718.60571,1190.5412,DNAJC16
451.64281,445.02901,184.703055,1105.04163,1611.5397,407.96832,1383.33862,676.25508,580.27901,1450.1866,1665.7205,1219.98742168823,DNAJC17
1544.06593,2038.88569,408.09755,4308.71809,5129.6606,2601.06794,4770.48731,3156.69772,2289.87270014423,3649.07309,4868.59449,4209.38143,DNAJC18
491.80143,1179.97371,280.99999,1023.3949,1084.2987,883.99322,1168.0217,1159.13651,722.27769,804.93383,1100.6329,793.2833,DNAJC19
0,0,0,1,0,0,0,0,0,0,0,0,DNAJC19P1
0,0,0,0,0,0,0,0,0,0,0,0,DNAJC19P2
0,0,0,0,0,0,0,0,0,0,0,0,DNAJC19P3
0,0,0,0,1,0,0,0,0,0,0,0,DNAJC19P4
0,0,7,3,7,6,5,12,2,12,18,15,DNAJC19P5
0,0,0,0,0,0,0,0,0,0,0,1,DNAJC19P6
0,0,0,1,1,0,0,0,0,0,0,0,DNAJC19P7
0,0,0,1,0,0,1,0,0,0,1,0,DNAJC19P8
0,0,0,0,0,0,0,0,0,0,0,0,DNAJC19P9
292.1998,834.87808,175.8779,1276.26048,1732.81152,667.75429,1733.90024,960.83642,373.06975,2294.64133,1826.3376,1708.37742,DNAJC2
810.92863,1399.84645,369.75138,1255.45843,2127.8114,1590.17384,2052.74976,1926.91966,1233.51426,1755.152,1934.94467,1511.667,DNAJC21
55.54397,73.20603,11.11469,35.09873,33.5862,62.69228,27.4925,223.79609,18.4118,11.9851,33.7733,12.5347,DNAJC22
212.62807,359.92034,94.40211,460.67499,715.24643,407.0025,582.70042,519.54207,297.66631,622.06854,675.58374,607.5921,DNAJC24
191.9637,347.9778,48,362.3832,409.9705,323.1623,547.2769,346.0391,269.1692,426.5947,622.1969,400.4278,DNAJC25
112.932,466.307,135.837,153.696,304.297,198.508,361.141,370.537,158.252,304.693,307.708,140.792,DNAJC25-GNG10
418.04829,911.06602,143.0003,730.87421,864.11661,1044.40708,1223.62389,1120.29622,795.64732,614.97499,933.84684,592.26705,DNAJC27
98.7842,179.1248,30.2984,167.7674,197.2866,160.0422,206.7659,263.95278,124.3928,160.4068,272.5403,169.6032,DNAJC28
486.29501,968.2462,397.192,1224.38,1677.66878,908.5515,1703.7768,1814.2401,678.2307,1270.4194,1551.41208,974.83998,DNAJC3
624.828,740.125,95.8867,451.637,474.89,552.536,459.346,638.201,854.791,295.445,602.379,298.304,DNAJC30
561.78692,624.91334,335.85575,558.80525,695.54442,472.24151,423.69853,598.46892,687.269479,518.315,695.518103,413.7736,DNAJC4
10714.002,9133.001,1359,7982,8458,10129.997,12368,10236,17300.96,7395,10085,6000,DNAJC5
1,1.05839,1,10.81614,17.06589,1.999999,17.58897,2,2,8.38838,19.65868,5.17576,DNAJC5B
125.017,125,18.99996,1.17216,5.49552,150.004,2.04353,117.9999,103.012927,0,4.000882,1.00054,DNAJC5G
